,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
199,319,2016,NonResidential,Small- and Mid-Sized Office,Daily Journal Building,Downtown,1.0,4.0,56500,Office,,98.0,1380293.625,44.22,,47.60271,-122.33557,83 Columbia St.,Seattle,WA,98104,102,56500.0,14125.0,1.0,0.0
200,320,2015,NonResidential,Non-Refrigerated Warehouse,Bmw Seattle - Service Center,Greater Duwamish,1.0,4.0,203504,Non-Refrigerated Warehouse,,72.0,3780078.0,26.35,, 47.59457628, -122.3244189, 900 Maynard Ave S, Seattle, WA,98134,7,203504.0,50876.0,1.0,0.0
200,320,2016,NonResidential,Warehouse,(Id320) Bmw Seattle - Service Center,Greater Duwamish,1.0,4.0,203504,Non-Refrigerated Warehouse,,72.0,3785282.5,26.39,,47.59486,-122.32455,900 Maynard Ave S,Seattle,WA,98134,8,203504.0,50876.0,1.0,0.0
201,322,2015,NonResidential,Large Office,Kiro Radio & Television,Downtown,1.0,3.0,100734,,,34.0,10273140.0,71.62,, 47.61744918, -122.35032532, 2807 3Rd Ave, Seattle, WA,98121,47,100734.0,33578.0,0.7346377588500407,0.2653622411499593
201,322,2016,NonResidential,Large Office,Cox Media Group Seattle Kiro Tv (322),Downtown,1.0,3.0,100734,Office,,20.0,9788717.0,68.24,,47.61757,-122.35122,2801 3Rd Ave,Seattle,WA,98121,48,100734.0,33578.0,0.7346377588500407,0.2653622411499593
202,323,2015,NonResidential,Small- and Mid-Sized Office,Grange Office Plaza,Downtown,1.0,4.0,79678,Office,,59.0,4829951.0,61.62,, 47.61698381, -122.34958888, 200 Cedar St, Seattle, WA,98121,34,79678.0,19919.5,0.779487436933658,0.22051256306634204
202,323,2016,NonResidential,Small- and Mid-Sized Office,200 Cedar Street Building,Downtown,1.0,4.0,77662,Office,,57.0,5007401.0,68.19,,47.61703,-122.35012,200 Cedar Street,Seattle,WA,98121,35,77662.0,19415.5,0.7617367567149957,0.23826324328500426
203,324,2015,NonResidential,Large Office,Fourth & Battery Building,Downtown,1.0,12.0,234000,Office,,36.0,19176010.0,145.67,, 47.61591919, -122.34571548, 2401 4Th Ave, Seattle, WA,98121,37,234000.0,19500.0,0.9068803418803418,0.09311965811965812
203,324,2016,NonResidential,Large Office,Fourth And Battery,Downtown,1.0,12.0,234000,Office,,39.0,18661606.0,149.27,,47.61619,-122.34599,2401 Fourth Avenue,Seattle,WA,98121,38,234000.0,19500.0,0.9068803418803418,0.09311965811965812
204,325,2015,NonResidential,Retail Store,Westlake Mall Retail Portion,Downtown,1.0,4.0,111077,,,91.0,9898724.0,69.01,, 47.61171108, -122.33681575, 400 Pine St, Seattle, WA,98101,26,111077.0,27769.25,1.0,0.0
205,326,2015,NonResidential,Large Office,West Lake Tower Office Building,Downtown,1.0,25.0,369996,Office,2012,71.0,24882924.0,173.47,, 47.61175275, -122.33667433, 1601 5Th Ave, Seattle, WA,98101,26,369996.0,14799.84,1.0,0.0
204,326,2016,NonResidential,Large Office,Westlake Tower,Downtown,1.0,25.0,369996,Office,2012,74.0,24755086.0,172.58,,47.61217,-122.33694,1601 5Th Avenue,Seattle,WA,98101,27,369996.0,14799.84,1.0,0.0
206,327,2015,NonResidential,Retail Store,Nordstrom Downtown,Downtown,1.0,10.0,693450,Retail Store,,92.0,40433292.0,392.65,, 47.6124792, -122.33586069, 500 Pine St, Seattle, WA,98101,90,693450.0,69345.0,1.0,0.0
205,327,2016,NonResidential,Retail Store,Nordstrom 001,Downtown,1.0,10.0,693450,Retail Store,,93.0,40062888.0,398.19,,47.61229,-122.33629,500 Pine Street,Seattle,WA,98101,91,693450.0,69345.0,1.0,0.0
207,328,2015,NonResidential,Large Office,Centurylink: Seattle Bell Plaza,Downtown,1.0,33.0,791396,Office,2015,89.0,40451748.0,282.01,, 47.61323929, -122.33440399, 1600 7Th Ave, Seattle, WA,98101,39,791396.0,23981.696969696968,1.0,0.0
206,328,2016,NonResidential,Large Office,1600 Seventh,Downtown,1.0,33.0,791396,Office,20172015,89.0,40847752.0,313.3,,47.61316,-122.3343,1600 7Th Ave,Seattle,WA,98191,40,791396.0,23981.696969696968,1.0,0.0
208,329,2015,NonResidential,Large Office,1700 Seventh Building,Downtown,1.0,23.0,747747,Office,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008",88.0,32141070.0,374.82,, 47.61374903, -122.33507976, 1700 7Th Ave, Seattle, WA,98101,15,747747.0,32510.739130434784,0.7257414606812197,0.2742585393187803
207,329,2016,NonResidential,Large Office,1700 Seventh Ave,Downtown,1.0,23.0,747747,Office,2017201620152014201320122011201020092008,90.0,30985420.0,359.11,,47.61399,-122.33523,1700 Seventh,Seattle,WA,98101,16,747747.0,32510.739130434784,0.7257414606812197,0.2742585393187803
209,330,2015,NonResidential,Small- and Mid-Sized Office,Lloyd Building,Downtown,1.0,10.0,63409,Office,,92.0,3137206.0,152.04,, 47.61378582, -122.33638554, 603 Stewart St, Seattle, WA,98101,89,63409.0,6340.9,0.8776672081250295,0.12233279187497043
208,330,2016,NonResidential,Small- and Mid-Sized Office,Lloyd Building,Downtown,1.0,10.0,63409,Office,,90.0,3444270.0,170.51,,47.61356,-122.33665,603 Stewart Street,Seattle,WA,98101,90,63409.0,6340.9,0.8776672081250295,0.12233279187497043
210,331,2015,NonResidential,Large Office,Tower Bldg,Downtown,1.0,17.0,204790,Office,"2010, 2009, 2007",92.0,7546235.0,94.89,, 47.61391297, -122.33581187, 1809 7Th Ave, Seattle, WA,98101,85,204790.0,12046.470588235294,0.8535084720933639,0.14649152790663605
209,331,2016,NonResidential,Large Office,The Tower Building,Downtown,1.0,17.0,204790,Office,201020092007,91.0,7739699.0,100.26,,47.61375,-122.33566,1809 7Th Ave,Seattle,WA,98101,86,204790.0,12046.470588235294,0.8535084720933639,0.14649152790663605
211,332,2015,NonResidential,Small- and Mid-Sized Office,Times Square Building (The Vance Corporation),Downtown,1.0,5.0,73399,Office,,63.0,3655453.0,25.48,, 47.61232632, -122.33842968, 414 Olive Way, Seattle, WA,98101,99,73399.0,14679.8,1.0,0.0
210,332,2016,NonResidential,Small- and Mid-Sized Office,Times Square Building,Downtown,1.0,5.0,73399,Office,,61.0,3757006.0,26.19,,47.61256,-122.33808,414 Olive Street,Seattle,WA,98101,100,73399.0,14679.8,1.0,0.0
212,333,2015,NonResidential,Large Office,Plaza 600 Building,Downtown,1.0,20.0,265851,Office,"2010, 2007",95.0,12943756.0,509.69,, 47.61419225, -122.33715661, 600 Stewart St, Seattle, WA,98101,46,265851.0,13292.55,0.8783754810025165,0.12162451899748355
211,333,2016,NonResidential,Large Office,Plaza 600,Downtown,1.0,20.0,265851,Office,201720102007,90.0,14633233.0,563.25,,47.61391,-122.33725,600 Stewart Street,Seattle,WA,98101,47,265851.0,13292.55,0.8783754810025165,0.12162451899748355
213,334,2015,NonResidential,Large Office,West 8Th,Downtown,1.0,25.0,758043,Office,"2016, 2015",96.0,24641772.0,198.93,, 47.61586761, -122.33737946, 2001 8Th Ave, Seattle, WA,98121,6,758043.0,30321.72,0.6983442891762077,0.30165571082379233
212,334,2016,NonResidential,Large Office,West 8Th,Downtown,1.0,25.0,758043,Office,20162015,95.0,27018020.0,229.25,,47.61578,-122.33726,2001 - 8Th Avenue,Seattle,WA,98121,7,758043.0,30321.72,0.6983442891762077,0.30165571082379233
214,335,2015,NonResidential,Large Office,Denny Building,Downtown,1.0,12.0,206000,Office,,88.0,9273278.0,228.07,, 47.61673455, -122.34198091, 2200 6Th Ave, Seattle, WA,98121,47,206000.0,17166.666666666668,1.0,0.0
213,335,2016,NonResidential,Large Office,Denny Building,Downtown,1.0,12.0,206000,Office,,91.0,8580279.0,222.19,,47.61641,-122.34112,2200 Sixth Avenue,Seattle,WA,98121,48,206000.0,17166.666666666668,1.0,0.0
215,336,2015,NonResidential,Large Office,1918 Eighth Ave,Downtown,1.0,36.0,824887,Office,"2017, 2015",97.0,38400928.0,267.71,, 47.61596574, -122.33609553, 1918 8Th Ave, Seattle, WA,98101,6,824887.0,22913.527777777777,0.812129418938594,0.187870581061406
214,336,2016,NonResidential,Large Office,1918 Eighth Avenue,Downtown,1.0,36.0,824887,Office,20172015,97.0,39523852.0,275.54,,47.61555,-122.33582,1918 Eighth Avenue,Seattle,WA,98101,7,824887.0,22913.527777777777,0.812129418938594,0.187870581061406
216,337,2015,NonResidential,Large Office,1800 9Th Avenue Building,Downtown,1.0,16.0,480840,Office,,94.0,17653930.0,128.87,, 47.61577337, -122.33379691, 1800 9Th Ave, Seattle, WA,98101,25,480840.0,30052.5,0.7055153481407537,0.2944846518592463
215,337,2016,NonResidential,Large Office,1800 Ninth,Downtown,1.0,16.0,480840,Office,,94.0,17867002.0,130.73,,47.61516,-122.33303,1800 9Th Avenue,Seattle,WA,98101,26,480840.0,30052.5,0.7055153481407537,0.2944846518592463
217,338,2015,NonResidential,Other,Seattle Childrens Hospital  (Research Institute Bldg 1),Downtown,1.0,11.0,299070,Other,,,61827040.0,1894.2,, 47.61598206, -122.33448029, 1900 9Th Ave, Seattle, WA,98101,11,299070.0,27188.18181818182,0.7711840037449427,0.22881599625505736
119,338,2016,NonResidential,Other,Jack R. Mcdonald Building,Downtown,1.0,11.0,299070,Other,,,65336980.0,2055.82,,47.61598,-122.33448,1900 9Th Ave.,Seattle,WA,98101,12,299070.0,27188.18181818182,0.7711840037449427,0.22881599625505736
218,339,2015,NonResidential,Small- and Mid-Sized Office,Broderick Building,Downtown,1.0,7.0,89550,Office,,81.0,4112006.0,50.6,, 47.60260831, -122.33300887, 615 2Nd Ave, Seattle, WA,98104,115,89550.0,12792.857142857143,1.0,0.0
216,339,2016,NonResidential,Small- and Mid-Sized Office,Broderick Building,Downtown,1.0,7.0,89550,Office,,85.0,3903259.75,51.67,,47.60266,-122.33332,615 2Nd Avenue,Seattle,WA,98104,116,89550.0,12792.857142857143,1.0,0.0
219,340,2015,NonResidential,Small- and Mid-Sized Office,Pioneer Building,Downtown,1.0,6.0,89355,Office,,55.0,4742636.0,37.14,, 47.60188691, -122.33410075, 600 1St Ave, Seattle, WA,98104,115,89355.0,14892.5,1.0,0.0
217,340,2016,NonResidential,Small- and Mid-Sized Office,The Pioneer Building,Downtown,1.0,6.0,89355,Office,,66.0,4178233.5,31.97,,47.60219,-122.33347,600 First Ave,Seattle,WA,98104,116,89355.0,14892.5,1.0,0.0
220,341,2015,NonResidential,Large Office,Dexter Horton Building,Downtown,1.0,15.0,388934,Office,"2015, 2014, 2012, 2011, 2009",84.0,20309614.0,208.81,, 47.60349737, -122.33226722, 710 2Nd Ave, Seattle, WA,98104,93,388934.0,25928.933333333334,1.0,0.0
218,341,2016,NonResidential,Large Office,Dexter Horton Building,Downtown,1.0,15.0,388934,Office,20152014201220112009,89.0,18576900.0,213.23,,47.6036,-122.33288,710 2Nd Avenue,Seattle,WA,98104,94,388934.0,25928.933333333334,1.0,0.0
221,342,2015,NonResidential,Large Office,Exchange Building,Downtown,1.0,22.0,384302,Office,"2012, 2009, 2008",98.0,9861998.0,68.75,, 47.60402644, -122.33430506, 821 2Nd Ave, Seattle, WA,98104,86,384302.0,17468.272727272728,1.0,0.0
219,342,2016,NonResidential,Large Office,Seattle Exchange Building,Downtown,1.0,22.0,384302,Office,201220092008,98.0,10062436.0,70.15,,47.60403,-122.33497,821 2Nd Ave,Seattle,WA,98104,87,384302.0,17468.272727272728,1.0,0.0
222,343,2015,NonResidential,Large Office,Norton Building,Downtown,1.0,17.0,378525,Office,,68.0,25476332.0,862.64,, 47.60390362, -122.33424932, 801 2Nd Ave, Seattle, WA,98104,57,378525.0,22266.176470588234,0.7765008916187834,0.22349910838121656
220,343,2016,NonResidential,Large Office,Norton Building,Downtown,1.0,17.0,378525,Office,,69.0,24906132.0,940.47,,47.6037,-122.33447,801 2Nd Ave Suite 1300,Seattle,WA,98104,58,378525.0,22266.176470588234,0.7765008916187834,0.22349910838121656
223,345,2015,NonResidential,Large Office,999 Third Ave,Downtown,1.0,47.0,1323055,Office,,93.0,45074876.0,321.72,, 47.60523404, -122.33465706, 999 3Rd Ave, Seattle, WA,98104,32,1323055.0,28150.106382978724,1.0,0.0
221,345,2016,NonResidential,Large Office,999 Third Avenue,Downtown,1.0,47.0,1323055,Office,,94.0,44683660.0,318.97,,47.60505,-122.33427,"999 3Rd Avenue, Suite 1550",Seattle,WA,98104,33,1323055.0,28150.106382978724,1.0,0.0
224,346,2015,NonResidential,Large Office,1000 2Nd Avenue Building,Downtown,1.0,41.0,589921,Office,"2016, 2015",82.0,26208138.0,182.71,, 47.60533104, -122.33503955, 1000 2Nd Ave, Seattle, WA,98104,29,589921.0,14388.317073170732,0.7805943507690013,0.21940564923099873
222,346,2016,NonResidential,Large Office,1000 Second Avenue,Downtown,1.0,41.0,589921,Office,20162015,84.0,24603420.0,171.52,,47.60567,-122.33511,1000 Second Avenue,Seattle,WA,98104,30,589921.0,14388.317073170732,0.7805943507690013,0.21940564923099873
225,347,2015,NonResidential,Small- and Mid-Sized Office,Federal Reserve Building,Downtown,1.0,6.0,91091,Office,,,2373031.0,58.99,, 47.60537505, -122.3356282, 1015 2Nd Ave, Seattle, WA,98104,65,91091.0,15181.833333333334,0.9847185781251715,0.015281421874828468
223,347,2016,NonResidential,Small- and Mid-Sized Office,1015 Second Avenue,Downtown,1.0,6.0,91091,Office,,,1835804.875,46.56,,47.60542,-122.33588,1015 Second Avenue,Seattle,WA,98104,66,91091.0,15181.833333333334,0.9847185781251715,0.015281421874828468
226,348,2015,NonResidential,Large Office,1101 Second Ave Office Building,Downtown,1.0,8.0,157941,Office,2016,89.0,3157579.0,22.01,, 47.60571018, -122.33639455, 1101 2Nd Ave, Seattle, WA,98101,47,157941.0,19742.625,0.6011611931037539,0.39883880689624607
224,348,2016,NonResidential,Large Office,1101 Second Avenue (Hob),Downtown,1.0,8.0,157941,Office,2016,81.0,3743228.5,26.1,,47.60581,-122.33664,1101 2Nd Avenue,Seattle,WA,98101,48,157941.0,19742.625,0.6011611931037539,0.39883880689624607
227,349,2015,NonResidential,Large Office,2Nd & Seneca Blds,Downtown,1.0,29.0,635303,Office,"2016, 2015, 2014, 2013, 2011, 2010, 2009, 2007, 2000",97.0,18350766.0,139.34,, 47.60611343, -122.33672333, 1191 2Nd Ave, Seattle, WA,98101,24,635303.0,21907.0,0.6895481368732715,0.3104518631267285
225,349,2016,NonResidential,Large Office,2Nd And Seneca,Downtown,1.0,29.0,635303,Office,201620152014201320112010200920072000,95.0,18221224.0,139.72,,47.60614,-122.33674,1191 2Nd Avenue,Seattle,WA,98101,25,635303.0,21907.0,0.6895481368732715,0.3104518631267285
228,350,2015,NonResidential,Large Office,Second And Spring Building,Downtown,1.0,6.0,172842,Office,,,41092076.0,358.88,High Outlier, 47.60601562, -122.33569636, 1100 2Nd Ave, Seattle, WA,98101,57,172842.0,28807.0,0.8500364494740862,0.14996355052591384
229,351,2015,NonResidential,Large Office,1111 3Rd Ave Building,Downtown,1.0,34.0,776762,Office,"2016, 2009, 2008",77.0,30135280.0,216.66,, 47.60619421, -122.33526667, 1111 3Rd Ave, Seattle, WA,98101,35,776762.0,22845.941176470587,0.7906643218901027,0.20933567810989723
227,351,2016,NonResidential,Large Office,1111 Third Avenue,Downtown,1.0,34.0,776762,Office,201620092008,81.0,32552428.0,231.32,,47.60655,-122.33533,1111 3Rd Ave Suite 310,Seattle,WA,98101,36,776762.0,22845.941176470587,0.7906643218901027,0.20933567810989723
230,352,2015,NonResidential,Large Office,Abraham Lincoln Building,Downtown,1.0,14.0,186768,Office,"2016, 2014, 2012",95.0,9700372.0,218.49,, 47.60668182, -122.33452606, 1110 3Rd Ave, Seattle, WA,98101,43,186768.0,13340.57142857143,0.8727030326394243,0.1272969673605757
228,352,2016,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),Downtown,1.0,14.0,186768,Office,201620142012,95.0,9641043.0,218.53,,47.60671,-122.33456,1110 Third Avenue,Seattle,WA,98101,44,186768.0,13340.57142857143,0.8727030326394243,0.1272969673605757
231,353,2015,NonResidential,Large Office,Safeco Plaza / 1001 Fourth Avenue,Downtown,1.0,49.0,1123435,Office,"2016, 2015, 2014, 2012, 2008",88.0,47148456.0,704.76,, 47.60633748, -122.33369209, 1001 4Th Ave, Seattle, WA,98104,46,1123435.0,22927.244897959183,0.6715608824720611,0.32843911752793886
229,353,2016,NonResidential,Large Office,Safeco Plaza,Downtown,1.0,49.0,1123435,Office,20162015201420122008,89.0,45163308.0,627.87,,47.60615,-122.33388,1001 Fourth Avenue,Seattle,WA,98154,47,1123435.0,22927.244897959183,0.6715608824720611,0.32843911752793886
232,354,2015,NonResidential,Large Office,Fourth & Madison ( Idx Tower),Downtown,1.0,37.0,1052469,Office,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004",93.0,41655852.0,290.4,, 47.60566548, -122.33261347, 925 4Th Ave, Seattle, WA,98104,13,1052469.0,28445.108108108107,0.8437768713377781,0.15622312866222188
230,354,2016,NonResidential,Large Office,Fourth & Madison,Downtown,1.0,37.0,1052469,Office,2016201520142013201220112010200920082007200620052004,93.0,41213584.0,287.32,,47.60549,-122.33319,925 Fourth Avenue,Seattle,WA,98104,14,1052469.0,28445.108108108107,0.8437768713377781,0.15622312866222188
233,355,2015,NonResidential,Large Office,901 Fifth Avenue,Downtown,1.0,42.0,617684,,,79.0,37527176.0,449.01,, 47.60605613, -122.33178821, 901 5Th Ave, Seattle, WA,98104,42,617684.0,14706.761904761905,0.7223499394512405,0.27765006054875957
231,355,2016,NonResidential,Large Office,901 Fifth Avenue,Downtown,1.0,42.0,617684,Office,201520142013,28.0,69519808.0,546.65,,47.60616,-122.33165,901 Fifth Avenue,Seattle,WA,98164,43,617684.0,14706.761904761905,0.7223499394512405,0.27765006054875957
234,356,2015,NonResidential,Large Office,Central Building,Downtown,1.0,8.0,201480,Office,,88.0,9734582.0,180.89,, 47.60504384, -122.33274356, 810 3Rd Ave, Seattle, WA,98104,108,201480.0,25185.0,1.0,0.0
232,356,2016,NonResidential,Large Office,The Central Building,Downtown,1.0,8.0,201480,Office,,91.0,8921778.0,175.95,,47.60471,-122.33261,810 Third Avenue,Seattle,WA,98104,109,201480.0,25185.0,1.0,0.0
235,357,2015,Nonresidential COS,Large Office,Seattle Municipal Tower,Downtown,1.0,63.0,1195387,Office,"2014, 2013, 2011, 2010, 2009, 2008, 2007",82.0,64715652.0,452.16,, 47.60491077, -122.32891587, 700 5Th Ave, Seattle, WA,98104,25,1195387.0,18974.396825396827,0.8664867528256539,0.13351324717434604
233,357,2016,Nonresidential COS,Large Office,Seattle Municipal Tower (2030),Downtown,1.0,63.0,1354987,Office,2014201320112010200920082007,89.0,61576184.0,429.27,,47.60501,-122.32988,700 Fifth Avenue,Seattle,WA,98104,26,1354987.0,21507.73015873016,0.8822128920794075,0.11778710792059259
236,358,2015,Nonresidential COS,Large Office,Seattle Justice Center,Downtown,1.0,14.0,310490,Office,,,21781324.0,381.89,, 47.60403674, -122.32877322, 610 5Th Ave, Seattle, WA,98104,14,310490.0,22177.85714285714,1.0,0.0
234,358,2016,Nonresidential COS,Large Office,Justice Center,Downtown,1.0,14.0,310490,Office,,,21169502.0,380.37,,47.60421,-122.32919,610 5Th Ave,Seattle,WA,98104,15,310490.0,22177.85714285714,1.0,0.0
237,359,2015,Nonresidential COS,Large Office,City Hall,Downtown,1.0,8.0,199530,Office,,70.0,13172813.0,300.3,, 47.60363382, -122.32999251, 600 4Th Ave, Seattle, WA,98104,12,199530.0,24941.25,0.8463388964065554,0.1536611035934446
235,359,2016,Nonresidential COS,Large Office,City Hall,Downtown,1.0,8.0,199530,Office,,69.0,13214416.0,298.61,,47.60377,-122.32971,600 4Th Ave,Seattle,WA,98104,13,199530.0,24941.25,0.8463388964065554,0.1536611035934446
238,360,2015,NonResidential,Large Office,Chinook Bldg - King County,Downtown,1.0,13.0,372242,Office,,98.0,15083332.0,234.15,, 47.60213517, -122.32847035, 401 5Th Ave, Seattle, WA,98104,9,372242.0,28634.0,0.8584173736440273,0.14158262635597274
236,360,2016,NonResidential,Large Office,Chinook Building,Downtown,1.0,13.0,372242,Office,,98.0,13843866.0,216.24,,47.60249,-122.32854,401 Fifth Ave.,Seattle,WA,98104,10,372242.0,28634.0,0.8584173736440273,0.14158262635597274
239,361,2015,NonResidential,Large Office,Yesler Building - King County,Downtown,1.0,7.0,114395,Office,,98.0,3098638.0,69.18,, 47.60185187, -122.32859693, 400 Yesler Way, Seattle, WA,98104,106,114395.0,16342.142857142857,0.9274793478735959,0.07252065212640413
237,361,2016,NonResidential,Large Office,Yesler Building,Downtown,1.0,7.0,114395,Office,,99.0,2746560.75,70.17,,47.60193,-122.32812,400 Yesler Way,Seattle,WA,98104,107,114395.0,16342.142857142857,0.9274793478735959,0.07252065212640413
240,363,2015,NonResidential,Retail Store,University Book Store,Northeast,1.0,2.0,89200,Retail Store,,83.0,6289567.0,73.39,, 47.6605111, -122.3128304, 4326 University Way Ne, Seattle, WA,98105,37,89200.0,44600.0,1.0,0.0
238,363,2016,NonResidential,Retail Store,University Book Store,Northeast,1.0,2.0,89200,Retail Store,,83.0,6461937.0,89.47,,47.66024,-122.31278,4326 University Way Ne,Seattle,WA,98105,38,89200.0,44600.0,1.0,0.0
239,364,2016,NonResidential,Large Office,Uw Tower Bldg Complex,Northeast,1.0,23.0,474546,Office,,77.0,28450436.0,198.34,,47.66072,-122.31466,4333 Brooklyn Ave,Seattle,WA,98195,45,474546.0,20632.434782608696,1.0,0.0
240,365,2016,NonResidential,Other,Uw Tower Data Center,Northeast,1.0,5.0,36000,Data Center,2016201520142013,96.0,30038490.0,209.41,,47.6606,-122.31512,4333 Brooklyn Ave Ne,Seattle,WA,98185,47,36000.0,7200.0,1.0,0.0
241,366,2015,NonResidential,Small- and Mid-Sized Office,University District Building,Northeast,1.0,5.0,99005,,,63.0,5814165.0,177.92,, 47.66095645, -122.3162654, 1107 Ne 45Th St, Seattle, WA,98105,54,99005.0,19801.0,1.0,0.0
241,366,2016,NonResidential,Small- and Mid-Sized Office,University District Office Buiding,Northeast,1.0,5.0,99005,Office,,70.0,4728488.5,119.03,,47.661,-122.31626,1107 Ne 45Th St,Seattle,WA,98105,55,99005.0,19801.0,1.0,0.0
242,367,2015,NonResidential,Large Office,4311 11Th Avenue Ne,Northeast,1.0,6.0,135051,Office,"2016, 2015, 2014, 2013, 2011, 2008",92.0,4025787.0,28.07,, 47.66044059, -122.3169435, 4311 11Th Ave Ne, Seattle, WA,98105,13,135051.0,22508.5,0.6723608118414525,0.32763918815854753
242,367,2016,NonResidential,Large Office,4311 Roosevelt,Northeast,1.0,6.0,135051,Office,2017201620152014201320112008,88.0,4426136.0,30.86,,47.66065,-122.31689,4311 11Th Avenue Ne,Seattle,WA,98105,14,135051.0,22508.5,0.6723608118414525,0.32763918815854753
243,368,2015,NonResidential,Large Office,4300 Roosevelt,Northeast,1.0,5.0,220649,Office,"2016, 2015, 2014, 2013, 2008",93.0,6299357.0,43.92,, 47.66053047, -122.3174071, 4300 Roosevelt Way Ne, Seattle, WA,98105,13,220649.0,44129.8,0.625105937484421,0.37489406251557905
